id,created_at,geo_coords,hashtag,place_coords,place_name,retweet_count,source,text,user_description,user_favourites_count,user_followers_count,user_friends_count,user_id,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,mortality_salience
952240597548584962,2018-01-13 18:07:04,,,"[[-87.940033, 41.644102], [-87.940033, 42.023067], [-87.523993, 42.023067], [-87.523993, 41.644102]]",Chicago,0,Twitter for iPhone,@RjpanteraRonin @ctoliver @iamjohncullen @rachelacrosby Concrete answer please,Digital marketer. Occasional blogger. World traveler. Hard worker. Jerry Hall is my spirit animal. http://www.instagram.com/leylaruinseverything on IG.,5806,10190,0,14551761,748,Chicago,Leyla A. ð,leyla_a,90181,7,92.84,50.0,13.15,99.0,7.0,71.43,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.14,1
952240601583570947,2018-01-13 18:07:05,"43.400299, -73.708900",I87Northway,"[[-73.728213, 43.379601], [-73.728213, 43.449373], [-73.69952, 43.449373], [-73.69952, 43.379601]]",Lake George,0,NYRegions,Cleared: Incident on #I87Northway SB from Exit 21: NY 9N to Exit 20; US 9; NY 149,Traffic & transit updates for the Adirondack Watertown Plattsburgh area provided by New York State 511. Visit the website for more feeds.,0,848,0,50708324,44,Adirondacks,511NY - Adirondacks,511nyAdirondack,36840,17,98.92,88.03,66.34,25.77,17.0,17.65,41.18,23.53,5.88,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.0,17.65,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.41,0.0,0.0,11.76,11.76,0.0,0.0,0.0,0.0,0.0,0.0,5.88,1
952240603764473856,2018-01-13 18:07:06,"43.070000, -89.390000",,"[[-92.889433, 42.491921], [-92.889433, 47.309715], [-86.24955, 47.309715], [-86.24955, 42.491921]]",Wisconsin,0,Cities,"current weather in Madison: clear sky, 7Â°F 54% humidity, wind 9mph, pressure 1036mb","Weather updates, forecast, warnings and information for Madison, WI. Sources: http://OpenWeatherMap.org, NOAA, USGS.",0,180,0,141440102,11,"Madison, WI",Madison Weather,_MadisonWI,30319,14,97.54,50.0,52.86,1.0,14.0,35.71,35.71,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,14.29,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,21.43,0.0,14.29,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.0,21.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,1
952240603953352705,2018-01-13 18:07:06,,,,,0,Twitter for iPhone,@calliefontana @rrahiho @saint_zane @JerdanJohnston @blazedd0nut well this is awkward,Iâm gay but I still eat at chic fil a. ig:katewaguespack sc:kate_wagg,30185,914,0,311787414,8,"Baton Rouge, LA",k8,katee_wag,49832,10,24.86,84.14,1.0,25.77,10.0,50.0,60.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1
952240608453758977,2018-01-13 18:07:07,,,"[[-85.751406, 42.883679], [-85.751406, 43.029144], [-85.530877, 43.029144], [-85.530877, 42.883679]]",Grand Rapids,1,Twitter for iPhone,"I told everyone Iâm going to cook tonight, now realizing how much I have to do todayð","work hard, play harderð",5595,376,0,375223837,4,Michigan,theycallmeKB,KatelynLaurine,9378,17,2.91,27.83,99.0,25.77,17.0,17.65,100.0,58.82,23.53,17.65,17.65,0.0,0.0,0.0,0.0,5.88,0.0,11.76,17.65,11.76,5.88,0.0,35.29,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,17.65,5.88,5.88,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,29.41,11.76,23.53,5.88,0.0,17.65,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,1
952240606947917824,2018-01-13 18:07:07,,,"[[-122.326102, 47.396426], [-122.326102, 47.48874], [-122.266875, 47.48874], [-122.266875, 47.396426]]",SeaTac,3,Twitter for iPhone,Here is what Iâm presuming are Mount St Helens and Mount Rainier â° â° https://t.co/xZ5IIzU7c9,"Digital Marketing, Social Media, Doosan Bears, Chimaek. ë¹ì ìíë´. #auspol blairkorea@gmail.com",12177,14791,0,24642696,64,Brisbane // Seoul,ë¸ë ì´ ð,TalkativeBlair,9391,17,6.99,27.83,6.2,25.77,17.0,17.65,47.06,35.29,11.76,5.88,5.88,0.0,0.0,0.0,0.0,5.88,0.0,0.0,17.65,5.88,5.88,0.0,17.65,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,23.53,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,11.76,1
952240608701272064,2018-01-13 18:07:07,,,"[[-87.940033, 41.644102], [-87.940033, 42.023067], [-87.523993, 42.023067], [-87.523993, 41.644102]]",Chicago,0,Twitter for iPhone,@Ramina1690 @onlythebulls13 @DrewBerry57 Suckers,"I'm just this guy, you know? Aussie transplant in Chicago USA",47849,843,0,15048470,44,"Chicago, IL",Paul Sorensen,psorensen,35230,4,92.84,50.0,1.0,1.0,4.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1
952240610269974528,2018-01-13 18:07:07,,,"[[-82.572489, 40.681009], [-82.572489, 40.815657], [-82.378653, 40.815657], [-82.378653, 40.681009]]",Mansfield,0,Twitter for iPhone,Damn free dub,AMOS ; Shenellaressss | crippin crazy ðâ¿ï¸ | R.I.P. LIL T ð¤¯,9891,1174,0,1018211430,7,w/ Likko & Ced In Paradise ,Nell ð,___ArEssss,93095,3,92.84,1.0,1.0,25.77,3.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,66.67,33.33,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
952240612245356544,2018-01-13 18:07:08,,,"[[-112.025874, 41.149594], [-112.025874, 41.286003], [-111.904265, 41.286003], [-111.904265, 41.149594]]",Ogden,0,Twitter for iPhone,@rileymhunt what did you buy,,21787,249,0,2412874142,0,,abbie,AbbieMachel,4801,5,1.0,99.0,1.0,25.77,5.0,20.0,80.0,60.0,40.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1
952240612945752064,2018-01-13 18:07:08,,,"[[-122.34266, 37.699279], [-122.34266, 37.884709], [-122.114711, 37.884709], [-122.114711, 37.699279]]",Oakland,0,Twitter for iPhone,"LRT fo real, tho XD!!","Imagine a bear substituting. You have me :D Can be NSFW at times, so take heed!",24082,102,0,23911204,11,"Oakland, Yo!",Black Bear,ChocoThunda,14272,5,8.19,50.0,1.0,25.77,5.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,60.0,0.0,20.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1
952240615261134848,2018-01-13 18:07:09,,,"[[-93.523339, 44.890915], [-93.523339, 44.978956], [-93.398853, 44.978956], [-93.398853, 44.890915]]",Minnetonka,0,Twitter for iPhone,"@ninamoini @MPRnews This happens in our office, too! ð",PR Pro | Award-winning red carpet host & event personality | Producer | Freelance writer & makeup artist | Eggs Benedict connoisseur | Tweets my own.,16030,900,0,2316167946,33,"Minneapolis, MN",Hillary Kline,klinetothetop,8030,8,37.39,99.0,7.84,25.77,8.0,37.5,75.0,50.0,25.0,12.5,0.0,12.5,0.0,0.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,25.0,1
952240618167652354,2018-01-13 18:07:09,,,"[[-122.886015, 38.592585], [-122.886015, 38.647824], [-122.842363, 38.647824], [-122.842363, 38.592585]]",Healdsburg,0,Twitter for iPhone,Watched Obama with lettermen ... sweeettt... just pondering why letterman is hell bent on being santa clauseâs doppelgÃ¤nger ð,Tammy hunter beasley. Autism mom ...live life while youâre living ... interior design freak ... broadcast background ..mountains make me happy..#notmypresident,4437,1373,0,833199235784798209,4,"Sonoma valley ,ca ",Tammy Hunter,Tamehnter,8060,17,73.36,27.83,28.81,1.0,5.67,41.18,58.82,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,11.76,11.76,0.0,0.0,17.65,0.0,0.0,5.88,0.0,0.0,5.88,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,11.76,5.88,5.88,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,5.88,0.0,11.76,0.0,11.76,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,5.88,0.0,0.0,0.0,0.0,41.18,35.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,1
