id,text,user_listed_count,user_favourites_count,user_followers_count,user_friends_count,geo_coords,place_coords,place_name,created_at,user_name,source,user_statuses_count,user_id,user_location,user_description,user_screen_name,retweet_count,hashtag
820061602812563456,@KaivanShroff @SenSchumer @DanielLMcAdams @TheDemocrats @HouseDemocrats @HouseGOP - the pre-birth and post-death party ,53,48409,612,214,,"[[-156.488217,20.713353],[-156.488217,20.797329],[-156.430615,20.797329],[-156.430615,20.713353]]",Kihei,2017-01-14 00:14:56,cranehaven,Twitter for iPhone,87281,254340945,Wisconsin,"Retired sociologist, love travel and books, six adult children, eleven grandchildren. Over three decades of humanitarian and educational work in Latin America.",cranevl,0,
820061762489880578,Just posted a photo @ Morton's The Steakhouse https://t.co/6my5hTKVZZ ,70,692,102,261,"21.29098252,-157.84525232","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2017-01-14 00:15:34,John Mortimer,Instagram,1434,2245600865,"Honolulu, HI","adventures in life. Former US Army Infantry E7; born in NC, enjoying Honolulu, HI. Interests: Bitcoin, working out, hiking, making money, @mortimerjw7 on IG",Mortimerjw7,0,
820061620902580225,When people wanna act bad but got nothing to offer? Ok and you are? 🙄 #STFU #attitudeproblem ,6,2804,52,73,,"[[-158.035743,21.349278],[-158.035743,21.376145],[-158.016301,21.376145],[-158.016301,21.349278]]",West Loch Estate,2017-01-14 00:15:01,J Friday🌻,Twitter for iPhone,1384,39373401,"Hawaii, USA",I like adventures 🎈,joannajenevieve,0,STFU; attitudeproblem
820061628360261632,Shaping the future by understanding emerging trends! IEEE deep strategy and discussion on topics… https://t.co/kogYVKv0gY ,4,24,69,57,"21.33903635,-158.12561358","[[-158.1293,21.322963],[-158.1293,21.349347],[-158.089509,21.349347],[-158.089509,21.322963]]",Ko Olina,2017-01-14 00:15:02,Eddie Custovic,Instagram,53,4533678374,"Melbourne, Victoria","Engineer, Academic, Entrepreneur @ La Trobe University, Australia",EddieCustovic,0,
820061635549208576,Week one of TV Production is he n the books. Looks like it's gonna… https://t.co/Y1UGR9GS23 ,8,5199,699,2350,"21.39310372,-157.98427183","[[-157.992788,21.369586],[-157.992788,21.431996],[-157.934172,21.431996],[-157.934172,21.369586]]",Pearl City,2017-01-14 00:15:04,808Cowboys,Instagram,5580,434751150,Honolulu Hawaii,The attitude you bring at the start of a task determines wether you succeed or fail.,808BC,0,
820062085824462848,@MaioccoCSN Tommy Gamble already doing work 😐 ,0,1256,118,524,,"[[-157.765901,21.352946],[-157.765901,21.428447],[-157.705775,21.428447],[-157.705775,21.352946]]",Kailua,2017-01-14 00:16:51,Adam W,Twitter for iPhone,857,1020391574,,,AdamDamnCuz,0,
820061964818747392,I'm just happy that my when my phone cracked it missed my camera 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼 ,3,6898,524,398,,"[[-157.96614,21.37939],[-157.96614,21.428691],[-157.907975,21.428691],[-157.907975,21.37939]]",Waimalu,2017-01-14 00:16:23,🌸,Twitter for iPhone,22333,846742988,,"when the praises go up, the blessings come down",sassysouza,0,
820061873059995651,Wishing all the runners toeing the line @hurthawaii #100 tomorrow morning happy feet! @ Waahila… https://t.co/J7U9gMljHP ,30,588,774,307,"21.30711676,-157.79764345","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2017-01-14 00:16:01,Denise Bourassa,Instagram,599,555623527,"Bend, Oregon","Nurse, Endurance trail runner, #sufferbetter #mountainvision @Patagonia @Julbo_usa @Ultraspire @Pickybar",TinyDBourassa,0,
820062361293725696,@1weirdAlien is this suppose to be a glo up? ,2,4025,170,162,,"[[-158.090772,21.323228],[-158.090772,21.365894],[-158.048087,21.365894],[-158.048087,21.323228]]",Kapolei,2017-01-14 00:17:57,Tyrese,Twitter for iPhone,4352,2552168215,"Kapolei, HI",game bird 🐣,TyreseTabiesa,0,
820062295141122049,really wish I was heading back to this pretty place rn instead of class in a couple days :/ :/… https://t.co/4HdA60L4ib ,3,36297,1045,909,"20.93148248,-156.6840794","[[-156.696704,20.911087],[-156.696704,20.950546],[-156.674143,20.950546],[-156.674143,20.911087]]",Kaanapali,2017-01-14 00:17:41,▸▹kinley quillen◂◃,Instagram,15081,834327037,"Edmond, OK",Ephesians 2:8 #GRACE // EMHS '16 // #ACU20 // snapchat: kinleyquillen,kinleyquillen,0,
820062298857320449,I could go for some Panera Bread right now ,12,1593,303,459,,"[[-158.046176,21.485347],[-158.046176,21.485347],[-158.046176,21.485347],[-158.046176,21.485347]]",Schofield Barracks,2017-01-14 00:17:42,Tara E Caudill,Twitter for iPhone,3839,46562587,"Hawaii, USA",In love with sharing Christ & his love. Upcoming Bible scholar. Archaeologist. Disciple. Beachbody Coach. I love my soldier!,TaraLiz07,0,
820062443137335296,#_♻️ 📸@ragrinds 📍chefsramen ・・・TENDER &amp; JUICY Mochiko Chicken! (Only $5.50)👅💦😋 #chefsramen… https://t.co/O0B7dFcF6t ,29,347,805,828,"21.32054071,-157.87698984","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2017-01-14 00:18:17,AteOhAtePlates,Instagram,10768,264824603,"Waimanalo, HI","Your 808 Dine Out Favorites to your Home Cooked Masterpieces. Tag #AteOhAtePlates for a possible Repost (this was Just for Fun, now it's an ADDICTION)",rekraPseW,0,chefsramen
820062855957516288,Proof we were there! But sooooooo tired from all the hiking! #sisterwiveshoneymoon @ Olivine Pools https://t.co/jPvuRrMQZ8 ,19,55,438,1106,"21.02992,-156.59634","[[-178.443593,18.86546],[-178.443593,28.517269],[-154.755792,28.517269],[-154.755792,18.86546]]",Hawaii,2017-01-14 00:19:55,Becky Gelder,Instagram,2711,21373514,Seattle,"Art director, photographer, print maker, music lover, art fanatic, travel obsessed, Seattleite.",bgelder,0,sisterwiveshoneymoon
820062650730090497,I want that model. https://t.co/OsYfKV8xBm ,71,364,1938,280,,"[[-157.830633,21.297381],[-157.830633,21.297381],[-157.830633,21.297381],[-157.830633,21.297381]]",Hawaiian Rent-all,2017-01-14 00:19:06,PHOTOlulu,Twitter for Android,39300,2136401,"Honolulu, Hawaii","LIFE IN HONOLULU - Events, Food and Fun. Photos shot with Sony QX30-QX100-QX10 and Samsung Galaxy Note 2/4.Mahalo & Enjoy The View.",PHOTOlulu,0,
820063058684841984,@nicayvonne he says that's his stripper name lol ,1,8050,294,123,,"[[-158.1293,21.322963],[-158.1293,21.349347],[-158.089509,21.349347],[-158.089509,21.322963]]",Ko Olina,2017-01-14 00:20:43,char ♡,Twitter for iPhone,5144,1353502958,Happiest Place on Earth,I should be at Disneyland with Julian ♛,charlenenriquez,0,
820062967341416449,This must be the tiniest hoops I ever made per special request . It's the petite version of our… https://t.co/tcLWisJyd5 ,23,10,75,73,"21.3189,-158.012","[[-158.028613,21.306027],[-158.028613,21.332114],[-157.990042,21.332114],[-157.990042,21.306027]]",Ewa Beach,2017-01-14 00:20:22,Mai Lazarus,Instagram,1995,461520732,"Hawaii, US",,Maimodajewelry,0,
820063305947435009,holy shiz i feel like im ready to throw up ,3,9582,434,534,,"[[-158.032127,21.36976],[-158.032127,21.399415],[-157.990212,21.399415],[-157.990212,21.36976]]",Waipahu,2017-01-14 00:21:42,Princess Jasmine,Twitter for iPhone,20157,2808987150,,im shook x visionaries 🤘🏽x AJR❤️,Jasmine_x00,0,
820063570054418432,few clouds -&gt; scattered cloudstemperature down 80°F -&gt; 79°Fhumidity up 65% -&gt; 78%wind 3mph -&gt; 6mph ,4,0,36,2,"21.39,-158.01","[[-158.032127,21.36976],[-158.032127,21.399415],[-157.990212,21.399415],[-157.990212,21.36976]]",Waipahu,2017-01-14 00:22:45,Waipahu Weather,Cities,18145,238387019,"Waipahu, HI","Weather updates, forecast, warnings and information for Waipahu, HI. Sources: http://OpenWeatherMap.org, NOAA, USGS.",WaipahuHI,0,
820063493927751681,@MarkGMcDonaldMD Dr. Mac loved by all. https://t.co/qGfCunvo3h ,65,389,2551,806,,"[[-156.451736,20.882087],[-156.451736,20.914336],[-156.392681,20.914336],[-156.392681,20.882087]]",Spreckelsville,2017-01-14 00:22:27,Dennyg2 BengalsMod,Twitter for iPhone,9075,23236891,The bowels of PBS,,dennyg2,0,
820063849785266176,"The intrepid #whale watchers!!! @ Wailea Beach Resort - Marriott, Maui https://t.co/Rn02TV0p7V ",66,18,3471,157,"20.68762675,-156.44313433","[[-156.447259,20.645337],[-156.447259,20.714786],[-156.395566,20.714786],[-156.395566,20.645337]]",Wailea,2017-01-14 00:23:52,Gordon Fraser,Instagram,1370,171915025,"Los Angeles, CA","Wellness Entrepreneur, Philanthropist, Investor, Columnist for GT, all round good egg and sometime blonde Scotsman",gordon_fraser,0,whale
820063854503698432,I just found the most perfect/beautiful moonstone ring ✨ ,9,13727,405,380,,"[[-156.696704,20.911087],[-156.696704,20.950546],[-156.674143,20.950546],[-156.674143,20.911087]]",Kaanapali,2017-01-14 00:23:53,brookelyn,Twitter for iPhone,12438,407993818,,"how can i stay in the sun, when the rain flows all through my veins.",brookiehillary,0,
820063869448036352,"@washingtonpost loud Harley's piloted by disenfranchised, middle-aged, white men who think a silver spooned New Yorker is the answer. Sure. ",4,490,47,151,,"[[-158.184859,21.57372],[-158.184859,21.584314],[-158.135076,21.584314],[-158.135076,21.57372]]",Mokuleia,2017-01-14 00:23:57,Dad/GradStudent,Twitter for iPhone,933,28388111,"Mokuleia, HI",It is no measure of health to be well adjusted to a profoundly sick society -Jiddu Krishnamurti-,JakesForLuck,0,
820063767073538048,"Closeup of Cook pine from New Caledonia now growing on Maui. @ Makawao, Hawaii https://t.co/Dp6an7N3Gq ",15,22,129,40,"20.85361111,-156.31694444","[[-156.337091,20.830039],[-156.337091,20.872091],[-156.30079,20.872091],[-156.30079,20.830039]]",Makawao,2017-01-14 00:23:32,kwh,Instagram,831,512460912,,,kathrynwalthall,0,
820063698190536704,It doesn't get any better. #oahu #hawaii #sandybeach #hang @ Sandy Beach Park https://t.co/uV8oSQybFM ,33,219,300,192,"21.28619987,-157.67210632","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2017-01-14 00:23:16,Ｂ Ｂ ｏｙ Ｖｏｃａｌｓ,Instagram,2446,170766011,Worldwide,Artist • Singer • Songwriter • LA Tour w/ Frankie Valli and the Four Seasons New Record now available on iTunes.... #SingleLadies,B_Boy_Vocals,0,oahu; hawaii; sandybeach; hang
820063704230170624,"#uhhiloadmissions will be at the Ho'olaule'a, Jan 14 from 12:30-4 at the alumni tent! Join us for a day of food, music, campus tours &amp; more! https://t.co/sSalT2zg10 ",11,309,448,838,,"[[-155.184552,19.656471],[-155.184552,19.738955],[-154.990994,19.738955],[-154.990994,19.656471]]",Hilo,2017-01-14 00:23:17,UH Hilo Admissions,Twitter Web Client,3450,1703122447,"Hilo, Hawaii","If there  was ever a place to be inspired, this is it.  Join us, and find what inspires you. #UHHilo #in5pired",UHHiloAdmission,0,uhhiloadmissions
820064122490351616,Happy #Fridaythe13th #JasonLives #JasonVoorhees #horror #horrormovies https://t.co/WNg7gqG26X ,1,8,18,6,,"[[-158.1293,21.322963],[-158.1293,21.349347],[-158.089509,21.349347],[-158.089509,21.322963]]",Ko Olina,2017-01-14 00:24:57,Jessenia,Twitter Web Client,17,788517332373037056,"Hollywood, CA",,MISSJESSENIA,0,Fridaythe13th; JasonLives; JasonVoorhees; horror; horrormovies
820064054290956291,Tomorrow when I go home I won't hear your voice asking me about my trip or feel the embracing of your long hug. I sure do miss you❤ https://t.co/9USvzRkUp6 ,7,48683,1131,736,,"[[-158.1293,21.322963],[-158.1293,21.349347],[-158.089509,21.349347],[-158.089509,21.322963]]",Ko Olina,2017-01-14 00:24:41,Paige Newcomb,Twitter for iPhone,21127,405078735,"New Palestine, IN",,PaigeNewcomb,0,
820064575462572033,@MaddySkye must be nice to be good looking lol ,88,1301,2711,2499,,"[[-156.5369,20.860213],[-156.5369,20.916384],[-156.480503,20.916384],[-156.480503,20.860213]]",Wailuku,2017-01-14 00:26:45,JÖe King⚡️,Twitter for iPhone,93895,15019575,Maui,Jesus Christ is God and the only way to Heaven! @Arsenal  #TheFlash ⚡️fan. Retro Gamer. Kate Beckinsale IG:ireallyamjoeking,iamjoeking,0,
820064522308231168,@FoxNews @seanhannity we managed 8 years of you and all your parrots whining about Obama. I think you'll be fine. ,4,490,47,151,,"[[-158.184859,21.57372],[-158.184859,21.584314],[-158.135076,21.584314],[-158.135076,21.57372]]",Mokuleia,2017-01-14 00:26:32,Dad/GradStudent,Twitter for iPhone,934,28388111,"Mokuleia, HI",It is no measure of health to be well adjusted to a profoundly sick society -Jiddu Krishnamurti-,JakesForLuck,0,
820064479920521216,Oh beautiful Hana. https://t.co/TWLZG0c5Nx ,3,292,155,123,,"[[-156.393558,20.896414],[-156.393558,20.931484],[-156.36227,20.931484],[-156.36227,20.896414]]",Paia,2017-01-14 00:26:22,Jessie,Twitter for iPhone,1563,836091360,,life is a journey.,Jayay_are,0,
820064490494361600,Bliss. https://t.co/3Adh03t5Yi ,2,9665,397,383,,"[[-158.044905,21.303603],[-158.044905,21.328864],[-158.013973,21.328864],[-158.013973,21.303603]]",Ocean Pointe,2017-01-14 00:26:25,Alyssa Jara,Twitter for iPhone,3340,2292138024,CA — NE,Creighton University Alum | Former Creighton Soccer,alyssajaraa,0,
820064393991860224,We had a great time at #FRLKauai! https://t.co/jA3Jr7GroF ,1,21,21,22,,"[[-159.38829,21.968094],[-159.38829,21.968094],[-159.38829,21.968094],[-159.38829,21.968094]]",Chiefess Kamakahelei Middle School,2017-01-14 00:26:02,Joanna Dunn,Twitter for iPhone,48,2275014566,"Honolulu, Hawaii","School Library Services, Hawaii State Department of Education",jdunnHI,0,FRLKauai
820064839494053888,@TheJayHimself 1 more game GL. Win and you'll see and @ToKeNasty in Orlando woooooo ps pray before u play 😳😳😳 https://t.co/xhcn5K7j7P ,2,5066,408,448,,"[[-155.184552,19.656471],[-155.184552,19.738955],[-154.990994,19.738955],[-154.990994,19.656471]]",Hilo,2017-01-14 00:27:48,IhateVirginsInMut,Twitter for iPhone,12110,3058844838,Hawaii,,v5STYLEZz,0,
820064855499636736,"Going to celebrate my toko @joshtatofi new album release! See ya'll tonight! @ Waikele, Hawaii https://t.co/T7nUBiANsT ",25,378,2507,192,"21.4025,-158.006","[[-158.018703,21.390995],[-158.018703,21.415112],[-157.991593,21.415112],[-157.991593,21.390995]]",Waikele,2017-01-14 00:27:52,Jay.Keyz,Instagram,15205,35967907,"North Shore, Hawai'i",Pianist/Singer/Song Writer/Producer,JayKeyzMusic,0,
820064721025921026,Baby boy Luis Fonsi is back😍🔥❤️ ,2,1327,303,468,,"[[-158.028613,21.306027],[-158.028613,21.332114],[-157.990042,21.332114],[-157.990042,21.306027]]",Ewa Beach,2017-01-14 00:27:20,Dina,Twitter for iPhone,3902,239265880,Hawaii baby! where else?,❀where you stay?❀lldm❀SC:glamdolldina❀,glamdolldina24,0,
820065038039846912,@terannhilow I wish I was stuck with you ,88,1301,2711,2499,,"[[-156.5369,20.860213],[-156.5369,20.916384],[-156.480503,20.916384],[-156.480503,20.860213]]",Wailuku,2017-01-14 00:28:35,JÖe King⚡️,Twitter for iPhone,93896,15019575,Maui,Jesus Christ is God and the only way to Heaven! @Arsenal  #TheFlash ⚡️fan. Retro Gamer. Kate Beckinsale IG:ireallyamjoeking,iamjoeking,0,
820065003852206087,@10Anunu All I see is food RT from you 😍😭😭 ,1,815,101,112,,"[[-157.71502,21.316707],[-157.71502,21.361859],[-157.669774,21.361859],[-157.669774,21.316707]]",Waimanalo Beach,2017-01-14 00:28:27,G A B B Y🤘🏽💋,Twitter for iPhone,479,4112049733,"Kapolei, HI",•Pυalena Kealoнa Kaмaĸana👼🏽•,gabby__aipa,0,
820065320454983681,"So a tattoo parlor is in my. Ear future, and this is the mock up... but those that know me know… https://t.co/QdSzlTcn2F ",9,814,189,202,"21.3684389,-157.9165731","[[-157.937712,21.355729],[-157.937712,21.393936],[-157.897921,21.393936],[-157.897921,21.355729]]",Halawa,2017-01-14 00:29:43,Patrick W. O'Connor,Instagram,5103,11803592,"iPhone: 37.801315,-122.424896",,oopaddy,0,
820065145871179776,@Daniel45959976 @proffit49 @FoxNews @seanhannity intelligent people listen to both sides of the argument. ,4,491,47,151,,"[[-158.184859,21.57372],[-158.184859,21.584314],[-158.135076,21.584314],[-158.135076,21.57372]]",Mokuleia,2017-01-14 00:29:01,Dad/GradStudent,Twitter for iPhone,935,28388111,"Mokuleia, HI",It is no measure of health to be well adjusted to a profoundly sick society -Jiddu Krishnamurti-,JakesForLuck,0,
820065432115679233,"I miss you, but fuck you😂🙃 ",1,1740,101,49,,"[[-157.992788,21.369586],[-157.992788,21.431996],[-157.934172,21.431996],[-157.934172,21.369586]]",Pearl City,2017-01-14 00:30:09,Kimmy👑,Twitter for iPhone,2410,3263252335,"Waipio, HI",on to better things✨💜🐚,sassykimmayyy_,0,
820065708331544576,It's pretty unbelievable. Get the perfect bundle today and keep your discounts for LIFE. https://t.co/FWazsmnjqe https://t.co/J7xZJzVgU7 ,40,441,1237,664,,"[[-159.603987,21.90065],[-159.603987,21.930376],[-159.570863,21.930376],[-159.570863,21.90065]]",Hanapepe,2017-01-14 00:31:15,Hawaiian Telcom,Twitter Web Client,2887,502327838,Hawaii,"We’re Hawaii’s leading full-service provider of communications and entertainment services, products and solutions. Social Support Hours 8 AM - 5 PM Mon - Fri.",HawaiianTel,0,
820065734420070400,"@FoxNews @seanhannity and can someone explain to me how a self-proclaimed Christian like Hannity loves ""grab em by the Pu**y"" Trump? ",4,493,47,151,,"[[-158.184859,21.57372],[-158.184859,21.584314],[-158.135076,21.584314],[-158.135076,21.57372]]",Mokuleia,2017-01-14 00:31:21,Dad/GradStudent,Twitter for iPhone,936,28388111,"Mokuleia, HI",It is no measure of health to be well adjusted to a profoundly sick society -Jiddu Krishnamurti-,JakesForLuck,0,
820065659518189568,That phone call w my bestfriend was much needed 💜 ,0,6026,475,426,,"[[-158.025199,21.312725],[-158.025199,21.376774],[-157.92646,21.376774],[-157.92646,21.312725]]",Joint Base Pearl Harbor-Hickam,2017-01-14 00:31:03,j💋ylynn,Twitter for iPhone,10708,4600879880,"Honolulu, HI",18 ❤️ A.P,jaygoloco,0,
