id,created_at,geo_coords,hashtag,place_coords,place_name,retweet_count,source,text,user_description,user_favourites_count,user_followers_count,user_friends_count,user_id,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count
970071773990416384,2018-03-03 23:01:48,,,"[[-156.008921, 19.615529], [-156.008921, 19.71363], [-155.961578, 19.71363], [-155.961578, 19.615529]]",Kailua,0,Twitter for iPhone,@feelingflesh Pink?,702➡️808➡️716➡️💙808💜,125,10,0,877670596762517505,0,"Hawaii, USA",BbMittenz,BBMittenz,153
970071620088872960,2018-03-03 23:01:11,,,"[[-155.024136, 19.539572], [-155.024136, 19.619759], [-154.931512, 19.619759], [-154.931512, 19.539572]]",Hawaiian Paradise Park,0,Twitter for Android,"I just got a check in the mail for $7,356.00 with my government name and I don't know wtf or how tf I earned it.  I… https://t.co/JVuOpE0Nco",snapchat:katoa_77 Instagram:ChairmanJimmy435   venture capitalist,31937,904,0,2797118324,38,"Puna, Hawaii",Broseph Smith,ComradeJim,73598
970070541653757953,2018-03-03 22:56:54,"19.386389, -155.105000",,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,Instagram,I need more friends that understand that I want to be invited to things even though the chances… https://t.co/U4K04jPnsr,I have no idea what I'm doing.,3649,258,0,132426610,19,"Denver, Colorado",Adrian Narvaez,AAANarvaez,6854
970068680510877696,2018-03-03 22:49:31,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@EveSummersXO @NintendoAmerica @_anayalily @NintendoNYC I was actually so scared! We had to keep moving because our… https://t.co/dbZi3FdGnE,"I make videos on Pokémon and Hawaii. Sometimes I play music, too. https://www.youtube.com/c/IslandArcade",35658,3152,0,396991160,158,"Los Angeles, CA",Tyler,IslandArcade,10713
970065348748746752,2018-03-03 22:36:16,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,Girl’s Day 🌸 https://t.co/8cOdaO8Twc,C’est la vie ❤️ Oahu ✈️ Big Island || UHH ‘21 ✨🤙🏽🌺🌴💉,41,63,0,2536130463,0,Hawaii 🌺🌴,🌸 Christine 🌸,ma_chrstnn,84
970064824217382912,2018-03-03 22:34:11,,,"[[-156.008921, 19.615529], [-156.008921, 19.71363], [-155.961578, 19.71363], [-155.961578, 19.615529]]",Kailua,0,Twitter for iPhone,Back in the 808 https://t.co/hex0GLLR5a,"Fire & Fragrance Schools • OH//GA • Kailua- Kona, Hawaii",3598,356,0,842802877643087872,0,"Kailua, HI",MollyK,MollyFitz98,2236
970062939578339328,2018-03-03 22:26:42,"19.621330, -155.039460",,"[[-155.061128, 19.597382], [-155.061128, 19.63337], [-155.021516, 19.63337], [-155.021516, 19.597382]]",Keaau,0,Instagram,Beautiful orchids at our table. @ Spoonful Cafe https://t.co/jb4tMnT6ea,"Retired International flight attendant & hot air balloonist, concierge travel planner & passionate traveler. #travelcontessa #travelguru #iatravel #ia-travel",9,216,0,34679404,12,"Knoxville, TN",Cindy Rainwater,goiatravel,1961
970061785981169664,2018-03-03 22:22:07,"19.632417, -155.985280",,"[[-156.008921, 19.615529], [-156.008921, 19.71363], [-155.961578, 19.71363], [-155.961578, 19.615529]]",Kailua,0,Instagram,This is my 1st week staffing the communication department of the University of the Nations of… https://t.co/Ual7CGpdvB,La pasión es la fuerza que te impulsa a perseverar hasta conquistar...♥,461,1182,0,69333279,13,Santiago - Chile,Soyanne Muzard,soyanne,4172
970061618074722304,2018-03-03 22:21:27,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@whatsaliciaupto I love this!!!,"I’m bitchin’, great hair, the boys all love to stare",7933,514,0,1928536567,1,"Nevada, USA",Sarah Kathryn 👑,almaraz_sarah,3437
970060404985511936,2018-03-03 22:16:38,,,"[[-155.024136, 19.539572], [-155.024136, 19.619759], [-154.931512, 19.619759], [-154.931512, 19.539572]]",Hawaiian Paradise Park,0,Twitter for Android,Obviously Amin Hamstring hasn't seen the Versace On The Floor music video. Queen Z can do no wrong.,snapchat:katoa_77 Instagram:ChairmanJimmy435   venture capitalist,31937,904,0,2797118324,38,"Puna, Hawaii",Broseph Smith,ComradeJim,73598
970059232165834752,2018-03-03 22:11:58,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,you don’t know what you have till it’s gone,,58,43,0,925503407858708481,0,,lei;),leialii_xo,78
970055078844407809,2018-03-03 21:55:28,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,1,Twitter for iPhone,Home is where your rump rests 🌺 https://t.co/f1QI66LVbi,"Cosplayer, artist, Disney fan, and traveler! Commissions: AnayaLilyDesigns@gmail.com",352,100,0,869277560021975040,3,"California, USA",Anaya Lily,_anayalily,187
970052431223570432,2018-03-03 21:44:56,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,Bring back the jb hair flip 2018,At the beach,8126,1017,0,797119921,3,"Hilo, HI",Maddy Gates✨,madddygates,8916
970049995033395200,2018-03-03 21:35:16,"19.698786, -155.060825",Hilo; job; Hospitality; Hiring; CareerArc,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,TweetMyJOBS,"If you're looking for work in #Hilo, HI, check out this #job: https://t.co/46zH48g9HG #Hospitality #Hiring #CareerArc",Follow this account for geo-targeted Hospitality/Restaurant/Tourism job tweets in Hawaii Non-Metro. Need help? Tweet us at @CareerArc!,0,359,0,88113875,60,Hawaii,TMJ-HI HRTA Jobs,tmj_hi_hrta,36
970048077804564481,2018-03-03 21:27:39,"19.810689, -155.096043",BestofHilo; bridgejumping; freshwaterpond,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,Instagram,"What local people do in Hilo, they jump off bridges #BestofHilo #bridgejumping #freshwaterpond… https://t.co/VgYW3DpvTR","Blogger, Traveler, Food lover. Voted Hawaii's Best Audio Tour? Follow me and I'll show you the best places. Born and raised in Hawaii 7 generations.",346,6283,0,2289314702,41,Honolulu ,BestofHawaii,HawaiibyKalani,758
970047697582415872,2018-03-03 21:26:08,"19.645916, -155.985749",KailuaKona; job; Retail; Hiring; CareerArc,"[[-156.008921, 19.615529], [-156.008921, 19.71363], [-155.961578, 19.71363], [-155.961578, 19.615529]]",Kailua,0,TweetMyJOBS,"See our latest #KailuaKona, HI #job and click to apply: PSA/ MERCHANDISER - https://t.co/u7AhDYONTs #Retail #Hiring #CareerArc",Follow this account for geo-targeted Retail job tweets in Hawaii Non-Metro. Need help? Tweet us at @CareerArc!,0,374,0,59911545,65,Hawaii,TMJ-HI Retail Jobs,tmj_hi_retail,72
970046768665714688,2018-03-03 21:22:26,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@1776Stonewall A lot of things are now or never. We will have to give it up if he fails.,Just a lady in the jungle.,5145,204,0,4850827525,1,Puna Hawaii,nobadmonkeys,nobadmonkeys,5351
970046593700433920,2018-03-03 21:21:45,"19.723212, -155.087406",,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,2,Instagram,ROBOTS ARE TAKING OVER! Well at Downtown McDonalds anyways. Great way to share your passion… https://t.co/jFOBWgEp54,Official Twitter of Hilo High School. Spread the word & visit our website for more info about our school! #OnceAVikingAlwaysAViking #OAVAAV #hhsVikingPride,1313,443,0,753410198765604864,9,"Hilo, HI",Hilo High School,HiloHighSchool,664
970045290903322624,2018-03-03 21:16:34,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for Android,@DevinNunes @TuckerCarlson Out of the mouth of children lol 😇😈😎,Kanaka Ma'oli,355,68,0,938509311264690178,0,"Hilo, Hawai'i",James Makaio,JamesMakaio,587
970044766036533248,2018-03-03 21:14:29,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,I just signed a @theactionnet petition:  Sign the petition: Tell your state to leave the unreliable and racist Inte… https://t.co/GtuGkgbOVU,#Pagan #BlondeInDenial #PickyEater #OffGridLife #Puna #EndTheStigma #MotherlessDaughter #AntiFGM #feminist #DonateLife #spoonie #cPTSD,140700,1653,0,76147467,200,"Hawaii, USA",cherie.laiken.king🌻🌻🌻,sunflwer1975,151843
970044760944553984,2018-03-03 21:14:28,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for Android,@Kiki_Martini27 @TheCentryst @RWPUSA Good one lol. 🙈🙉🙊😈,Kanaka Ma'oli,355,68,0,938509311264690178,0,"Hilo, Hawai'i",James Makaio,JamesMakaio,587
970040656923049984,2018-03-03 20:58:09,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@MabIsTink @NintendoAmerica @_anayalily @NintendoNYC Literally an Island Arcade lol,"I make videos on Pokémon and Hawaii. Sometimes I play music, too. https://www.youtube.com/c/IslandArcade",35658,3152,0,396991160,158,"Los Angeles, CA",Tyler,IslandArcade,10713
970036458667966465,2018-03-03 20:41:28,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,1,Twitter for iPhone,@yf_trenton Good good 😂 I guess we’re fam though 🙏🏾,#LLDM✡ UHH|Student-Athlete,73393,1305,0,2320931094,13,Hawaii/Cali,Jonathan Garcia,that_1_Garcia10,36599
970035427313766400,2018-03-03 20:37:22,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@yf_trenton It took you that long? 🤦🏾‍♂️,#LLDM✡ UHH|Student-Athlete,73393,1305,0,2320931094,13,Hawaii/Cali,Jonathan Garcia,that_1_Garcia10,36599
970035041676873728,2018-03-03 20:35:50,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@_skywalkah Sunday league?,#LLDM✡ UHH|Student-Athlete,73393,1305,0,2320931094,13,Hawaii/Cali,Jonathan Garcia,that_1_Garcia10,36599
970033591861182464,2018-03-03 20:30:05,,,"[[-155.061128, 19.597382], [-155.061128, 19.63337], [-155.021516, 19.63337], [-155.021516, 19.597382]]",Keaau,0,Twitter for iPhone,Shit im melting 😍,blessed with the best.,8124,108,0,2697730818,0,"Hawaii, USA",A,deeamazingandoy,2365
970033441583648768,2018-03-03 20:29:29,"19.650000, -155.994000",,"[[-156.008921, 19.615529], [-156.008921, 19.71363], [-155.961578, 19.71363], [-155.961578, 19.615529]]",Kailua,0,Instagram,"Seared ahi, breakfast sashimi from Bongo Ben's.  Yummy! (And healthy… https://t.co/Yb52ziBxwU",,517,36,0,2816487307,0,"Redlands, CA",Laura Vermillion,suzaku_born,112
970033147562795008,2018-03-03 20:28:19,,,"[[-155.061128, 19.597382], [-155.061128, 19.63337], [-155.021516, 19.63337], [-155.021516, 19.597382]]",Keaau,0,Twitter for iPhone,Spanish is so mf sexy 😍😭❤️,blessed with the best.,8124,108,0,2697730818,0,"Hawaii, USA",A,deeamazingandoy,2365
970032799540391937,2018-03-03 20:26:56,"19.719167, -155.109444",,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Instagram,My first stop in Hilo in the big island of Hawaii was Rainbow Falls 💦🌈   Can you see the… https://t.co/kHNWe9iBaI,"Travelholic obsessed with the pursuit of authenticity and creativity. Studying abroad at Rochester, New York #RIT student. My retweets don't mean endorsements.",642,294,0,210166295,23,"Muscat, Oman / New York, USA",Sarmad Al-Lawati,sarmadallawati,17370
970031087794585601,2018-03-03 20:20:08,"19.645916, -155.985749",job; KailuaKona; Retail; Hiring; CareerArc,"[[-156.008921, 19.615529], [-156.008921, 19.71363], [-155.961578, 19.71363], [-155.961578, 19.615529]]",Kailua,0,TweetMyJOBS,"Can you recommend anyone for this #job in #KailuaKona, HI? https://t.co/mx3xCRqzs5 #Retail #Hiring #CareerArc",Follow this account for geo-targeted Retail job tweets in Hawaii Non-Metro. Need help? Tweet us at @CareerArc!,0,374,0,59911545,65,Hawaii,TMJ-HI Retail Jobs,tmj_hi_retail,72
970029453236625408,2018-03-03 20:13:38,,,"[[-155.987927, 19.59724], [-155.987927, 19.634302], [-155.943821, 19.634302], [-155.943821, 19.59724]]",Holualoa,0,Twitter for iPhone,Found out there was a bird called the Nēnē here… wonder if it knows the a dance named after it,Building the team for the next adventure... March 2018,29,89,0,511486575,0,HAWAII,LCDS Hawaii 2018,thehawaiianroad,299
970028062891950080,2018-03-03 20:08:07,,,"[[-155.024136, 19.539572], [-155.024136, 19.619759], [-154.931512, 19.619759], [-154.931512, 19.539572]]",Hawaiian Paradise Park,0,Twitter for Android,@comicsandsdaily @GeorgeTakei Lance Armstrong interviewing a porn star. What the fuck happened.,snapchat:katoa_77 Instagram:ChairmanJimmy435   venture capitalist,31937,904,0,2797118324,38,"Puna, Hawaii",Broseph Smith,ComradeJim,73598
970024705112592390,2018-03-03 19:54:46,"19.674935, -155.079606",unicornpower; disco; orangethemovement,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Instagram,#unicornpower #disco #orangethemovement yeah I got mine in Orange @… https://t.co/B9tEjZd2E4,"Building a Sou Sou community creating our own wealth ,food and sustainability.",153,19,0,856880466447671297,0,"Hilo, HI",jlmonte,byplanetdesign,415
970023349240848385,2018-03-03 19:49:23,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@Quentin_evans18 The big island Hawaii,#LLDM✡ UHH|Student-Athlete,73393,1305,0,2320931094,13,Hawaii/Cali,Jonathan Garcia,that_1_Garcia10,36599
970023289975291904,2018-03-03 19:49:09,,,"[[-155.024136, 19.539572], [-155.024136, 19.619759], [-154.931512, 19.619759], [-154.931512, 19.539572]]",Hawaiian Paradise Park,0,Twitter for Android,@atuhavili55 @Tadp0G Gotchu bro https://t.co/KAQOPew66i,snapchat:katoa_77 Instagram:ChairmanJimmy435   venture capitalist,31937,904,0,2797118324,38,"Puna, Hawaii",Broseph Smith,ComradeJim,73598
970023027160236032,2018-03-03 19:48:06,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@Quentin_evans18 You’ll love it!,#LLDM✡ UHH|Student-Athlete,73393,1305,0,2320931094,13,Hawaii/Cali,Jonathan Garcia,that_1_Garcia10,36599
970022150668107776,2018-03-03 19:44:37,"19.712180, -155.076350",Repost,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,1,Instagram,"#Repost @gowikifresh with get_repost ・・・ Puppers, bring your owners to WikiFRESH to eat for 10%… https://t.co/jTe01oAupt",Your online guide to all things dog-friendly on Hawaii Island,338,221,0,1084204568,11,"Honokaa, Hawaii",Rhonda Pollard,LavaDogsHawaii,799
970020050278137856,2018-03-03 19:36:16,,,"[[-155.024136, 19.539572], [-155.024136, 19.619759], [-154.931512, 19.619759], [-154.931512, 19.539572]]",Hawaiian Paradise Park,0,Twitter for Android,Waking up thirsty af this past few days.  I'm thinking it's the extra testosterone.,snapchat:katoa_77 Instagram:ChairmanJimmy435   venture capitalist,31937,904,0,2797118324,38,"Puna, Hawaii",Broseph Smith,ComradeJim,73598
970019784669605888,2018-03-03 19:35:13,,,"[[-155.024136, 19.539572], [-155.024136, 19.619759], [-154.931512, 19.619759], [-154.931512, 19.539572]]",Hawaiian Paradise Park,0,Twitter for Android,I'm trying eat a thick Asian today if we being honest.,snapchat:katoa_77 Instagram:ChairmanJimmy435   venture capitalist,31937,904,0,2797118324,38,"Puna, Hawaii",Broseph Smith,ComradeJim,73598
970019475679428608,2018-03-03 19:33:59,"19.724520, -155.087400",,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Instagram,I don’t love drama it loves me! Dramatize your closet with one of our newest pieces.… https://t.co/LRpL3nZya7,,1,400,0,25572252,6,Hilo,Forever BB LLC,foreverbbllc,1034
970017825879396354,2018-03-03 19:27:26,"19.700709, -155.060695",,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Instagram,It's amazing how tore up I let myself go out on public now! Lol tita hair don't care! @ Safeway https://t.co/TbfrUvXQLR,If you want to know what it'd be like to survive something 99.9% of people wouldn't have; check out http://cochis39.blogspot.com,39,103,0,139506444,8,right where I belong,Chisa Jovan,cochi39,2503
970016311785832448,2018-03-03 19:21:25,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,1,Twitter for iPhone,Thank you @SenBrianSchatz for your work on this issue.  https://t.co/BfUsihBAsj,"The Hawaii Association of Broadcasters, Inc. is a non-profit membership-driven trade organization serving radio and television stations statewide.",332,439,0,3059291505,9,,Hawaii Broadcasters,hawaiibroadcast,369
970014491743158272,2018-03-03 19:14:11,"19.719112, -155.080928",job; Retail; Hilo; Hiring; CareerArc,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,TweetMyJOBS,"This #job might be a great fit for you: Store Team Member - https://t.co/6D8DtVDy7o #Retail #Hilo, HI #Hiring #CareerArc",Follow this account for geo-targeted Retail job tweets in Hawaii Non-Metro. Need help? Tweet us at @CareerArc!,0,374,0,59911545,65,Hawaii,TMJ-HI Retail Jobs,tmj_hi_retail,72
970013230855680000,2018-03-03 19:09:10,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,"@RiggsReport I assume that’s Central Park? Sorry, I’m in the middle of the Pacific; never been to the Big Apple.",31Dec2014 $4160; 2015 +15.1% 4790; 2016 -41.9% 2780; 2017 +57.5% 4380. The #MakeAMillion journey continues...,139,49,0,2937945464,1,"Hilo, HI",Oli Bautista,OIBautista,499
970012312919711744,2018-03-03 19:05:32,,,"[[-154.964517, 19.483084], [-154.964517, 19.517724], [-154.924167, 19.517724], [-154.924167, 19.483084]]",Pahoa,0,Twitter for iPhone,"@rezaaslan Met a woman from Georgia or so who was married off to settle debt at age 13, I met her in 1999 when she… https://t.co/vVGEcxNpGD",#Pagan #BlondeInDenial #PickyEater #OffGridLife #Puna #EndTheStigma #MotherlessDaughter #AntiFGM #feminist #DonateLife #spoonie #cPTSD,140700,1653,0,76147467,200,"Hawaii, USA",cherie.laiken.king🌻🌻🌻,sunflwer1975,151843
970011552651780096,2018-03-03 19:02:30,"19.708683, -155.062663",job; energy; innovation; B2B; Hilo; Hiring,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,TweetMyJOBS,"This #job might be a great fit for you: Outside Sales Representative - https://t.co/wNHJPLa48H #energy #innovation #B2B #Hilo, HI #Hiring",Rexel USA is a market leader providing innovative and sustainable electrical supplies and energy solutions.,0,131,0,763461510152785921,171,"Dallas, TX",RexelUSACareers,RexelUSACareers,348
970010068035911680,2018-03-03 18:56:36,,,"[[-155.987927, 19.59724], [-155.987927, 19.634302], [-155.943821, 19.634302], [-155.943821, 19.59724]]",Holualoa,0,Twitter for iPhone,@Hashtag_Pids It’s actually been cloudy and blah here too! I will totally take it over snow though!,"mom, cheese lover, food fanatic",3402,63,0,1423453346,3,"Kona, HI",sue mastroleo,suemastroleo,580
970008795916259329,2018-03-03 18:51:33,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@steezytweets But sometimes they have some really cool stories or information about what’s going on in the science… https://t.co/HYSqv1t6jB,Snapchat: pollywannamolly,7956,320,0,54694300,4,"Hilo, HI",Bradley,BrAdPoLlY,11483
970006180608135173,2018-03-03 18:41:09,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,"@steezytweets Just for an example, Bernie Sanders was fined for taking money from Australian donors during his camp… https://t.co/coRX10Ncbr",Snapchat: pollywannamolly,7956,320,0,54694300,4,"Hilo, HI",Bradley,BrAdPoLlY,11483
970004980445757440,2018-03-03 18:36:23,,,"[[-155.184552, 19.656471], [-155.184552, 19.738955], [-154.990994, 19.738955], [-154.990994, 19.656471]]",Hilo,0,Twitter for iPhone,@steezytweets Lol oh it’s biased. Well let me rephrase that. ALL of their guests are biased and very liberal. But t… https://t.co/gNROquOBGo,Snapchat: pollywannamolly,7956,320,0,54694300,4,"Hilo, HI",Bradley,BrAdPoLlY,11483
970004511866568705,2018-03-03 18:34:32,,,"[[-156.008921, 19.615529], [-156.008921, 19.71363], [-155.961578, 19.71363], [-155.961578, 19.615529]]",Kailua,0,Twitter for iPhone,@davidhogg111 Right... POTUS behaves like he’s a king...NOT!!! Great job David!,,4896,85,0,713651563357581312,1,,Lynn Sermons,lynnsermons58,3177
