id,text,user_listed_count,user_favourites_count,user_followers_count,user_friends_count,geo_coords,place_coords,place_name,created_at,user_name,source,user_statuses_count,user_id,user_location,user_description,user_screen_name,retweet_count,hashtag
951968484614811648,few clouds -&gt; clear skytemperature up 79°F -&gt; 80°Fhumidity down 74% -&gt; 65%wind 6mph -&gt; 7mph ,5,0,99,2,"21.42,-157.8","[[-157.830997,21.385091],[-157.830997,21.428755],[-157.760186,21.428755],[-157.760186,21.385091]]",Kaneohe,2018-01-13 00:05:48,Kaneohe Weather,Cities,22873,234977228,"Kaneohe, HI","Weather updates, forecast, warnings and information for Kaneohe, HI. Sources: http://OpenWeatherMap.org, NOAA, USGS.",KaneoheHI,0,
951968536519368704,"its the end of the week so meaning its time for me &amp; my sisters to drink  kidren &amp; nin our pussys. first thing comes in her mind “ kwomi en nin bwe lale hallowena , liDrose im libijokjok k rejjab nono ‘ bar na im elsana jenak nono. 😂🙄 ok ",0,4342,239,91,,"[[-156.500605,20.848879],[-156.500605,20.90097],[-156.451278,20.90097],[-156.451278,20.848879]]",Kahului,2018-01-13 00:06:00,jacsbabygirl🦋,Twitter for iPhone,5113,714009764791848960,máuimajòl❥,"me , myself & i",jbyxr,0,
951968586205048833,@DavidCornDC Ryan is a lap dog who continues to lick the lap that feeds him. Isn’t unconditional love grand? @SpeakerRyan ,3,699,35,20,,"[[-156.500605,20.848879],[-156.500605,20.90097],[-156.451278,20.90097],[-156.451278,20.848879]]",Kahului,2018-01-13 00:06:12,Ginger Poke,Twitter for iPhone,2189,300106948,"Pukalani, HI","Trump is a pig, a liar, a fraud, a traitor.",TomBobohula,0,
951968591456493569,HB1196 [NEW] Relating To Housing. https://t.co/qnbK24dvq1 ,18,0,103,1,"21.294786,-157.858818","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2018-01-13 00:06:13,LegiScan HI,eLobbyist,118191,104722449,"Hawaii, USA","Legislative tracking and API data services for citizens and professionals offering advanced monitoring, research, and reporting tools.",LegiScanHI,0,
951968636075360256,1. 🐐2. Erin3. Brees4. Stafford5. Wentz6. Russ7. Ryan8. Ben9. Maybe Garrapolo10. Not Derek Carr ,38,67911,960,772,,"[[-157.862463,21.424797],[-157.862463,21.455791],[-157.807145,21.455791],[-157.807145,21.424797]]",Ahuimanu,2018-01-13 00:06:24,#InQuinnWeTrust,Twitter for iPhone,119662,297639393,"Hawaii, USA",JT was short. Lions. Tigers. Red Wings. Pistons. #DetroitVsEverybody,j_Borders,0,
951968680182558720,@MJJ_616 It was hypothetical. ,38,67911,960,772,,"[[-157.862463,21.424797],[-157.862463,21.455791],[-157.807145,21.455791],[-157.807145,21.424797]]",Ahuimanu,2018-01-13 00:06:34,#InQuinnWeTrust,Twitter for iPhone,119663,297639393,"Hawaii, USA",JT was short. Lions. Tigers. Red Wings. Pistons. #DetroitVsEverybody,j_Borders,0,
951968789431808001,Oh the colors and sewing quality in this #madeinhawaii muumuu snap bottom onesie/romper!!  Too… https://t.co/M5RG9ukFCY ,7,29,45,34,"20.85373,-156.31073","[[-156.337091,20.830039],[-156.337091,20.872091],[-156.30079,20.872091],[-156.30079,20.830039]]",Makawao,2018-01-13 00:07:00,Droplets.,Instagram,1278,2236255518,"Makawao, Maui",A Whimsical Children's Consignment and Curated Gift Boutique. 808.276.6796 https://www.facebook.com/droplets.Hawaii,DropletsHawaii,0,madeinhawaii
951968800861114369,The more I think about it the more I realize all y’all mfs goth as shit and don’t even realize it ,0,5103,244,353,,"[[-158.090772,21.323228],[-158.090772,21.365894],[-158.048087,21.365894],[-158.048087,21.323228]]",Kapolei,2018-01-13 00:07:03,mel,Twitter for iPhone,6088,2923125804,selaniemaiaxo,don’t say nun won’t b nun 🤷🏽‍♀️,ksaaaii,0,
951969050401284096,"@TiffanySmiset @ChesterCheetah Finally you say something smart, wey. ",1,3964,392,420,,"[[-158.090162,21.478503],[-158.090162,21.505599],[-158.039537,21.505599],[-158.039537,21.478503]]",Schofield Barracks,2018-01-13 00:08:03,Melissa Alaniz,Twitter for iPhone,2170,2992923914,"Hawaii, USA","I ain't here for a long time, I'm here for a good time. |United States Army| 🙏🇺🇸❤️",Mel_Money06,0,
951969083951665153,⚡️On-Sale NOW! 🌴 Tickets for @CashCash’s return to Hawaii are on-sale! See them on Maui on… https://t.co/jMoC9FOFrS ,2,485,70,125,"21.2938805,-157.8450623","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2018-01-13 00:08:11,Xander,Instagram,177,3061965883,,,IdoHIthings,0,
951969271176990721,My hubby? With an #amazonparrot?! This rarely happens! @Thrillusionist1 #amazonparrotsofig… https://t.co/iAHH5SKbgK ,38,21,2782,68,"21.59,-158.11388889","[[-178.443593,18.86546],[-178.443593,28.517269],[-154.755792,28.517269],[-154.755792,18.86546]]",Hawaii,2018-01-13 00:08:55,BirdTricks,Instagram,19249,12037382,"Sandpoint, Idaho",Helping people around the world learn how to tame and train their birds by earning trust and creating bonds so less birds end up in parrot rescues.,birdtricks,0,amazonparrot; amazonparrotsofig
951969319042269185,My gma decided to take some codeine before her dentist appt 😂 hoiiiii this lady ,1,15468,1355,768,,"[[-158.030114,21.426592],[-158.030114,21.465962],[-157.992829,21.465962],[-157.992829,21.426592]]",Mililani Town,2018-01-13 00:09:07,🍯,Twitter for iPhone,14849,815820300377944064,O'AHU,"gotta ting for a king, but u ain’t a king ✨🥀♋️ 23 • uni. of utah alumni • 5’5 polynesian trouble",sweetlikesulia,0,
951969344602296320,yall dont even know. our familys hella strong w nin &amp; kidren. the only people who goes way beyond their mouths &amp; put it out their tht their not nono is my mom &amp; her bff aunty elsana 🤦🏻‍♀️ ,0,4342,239,91,,"[[-156.500605,20.848879],[-156.500605,20.90097],[-156.451278,20.90097],[-156.451278,20.848879]]",Kahului,2018-01-13 00:09:13,jacsbabygirl🦋,Twitter for iPhone,5114,714009764791848960,máuimajòl❥,"me , myself & i",jbyxr,0,
951969355851427840,@theCryptoBull1 @Cryptopia_NZ Ditto. I want out of PAC. ,2,1237,135,462,,"[[-159.488245,21.868293],[-159.488245,21.88663],[-159.436914,21.88663],[-159.436914,21.868293]]",Poipu,2018-01-13 00:09:15,Zach Bridge,Twitter for iPhone,878,1108246195,,Dad. Your Personal Jeweler.,slangrockslegal,0,
951969450906992640,"The Dems,Media, some GOP, ex presidents want President Trump to resign. The onslaught will never stop, they will continue to attack him. ",16,7881,204,680,,"[[-157.96614,21.37939],[-157.96614,21.428691],[-157.907975,21.428691],[-157.907975,21.37939]]",Waimalu,2018-01-13 00:09:38,Davin K Gutierres,Twitter for Android,17887,3129126278,Hawaii,Jayhawk fan living in the 808State,dkg_hilife,0,
951969468497977344,⚡️On-Sale NOW! 🌴 Tickets for @CashCash’s return to Hawaii are on-sale! See them on Maui on… https://t.co/aY6RsdJhBz ,2,485,70,125,"21.2938805,-157.8450623","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2018-01-13 00:09:42,Xander,Instagram,178,3061965883,,,IdoHIthings,0,
951969575461044224,@GobleLikeNoble He’s going top 5-7 imo. No. He’d be fun but we absolutely need to solidify DL. First and 2nd round should be DL. RB draft is deep. I suspect they take one round 3-4. I like Penny a lot. ,38,67913,960,772,,"[[-157.862463,21.424797],[-157.862463,21.455791],[-157.807145,21.455791],[-157.807145,21.424797]]",Ahuimanu,2018-01-13 00:10:08,#InQuinnWeTrust,Twitter for iPhone,119667,297639393,"Hawaii, USA",JT was short. Lions. Tigers. Red Wings. Pistons. #DetroitVsEverybody,j_Borders,0,
951969854059237376,"I have a tiny body,  idk how to balance everything its like i wanna do alot of things a day but my body needs more sleep 💀 ",18,14839,645,703,,"[[-156.500605,20.848879],[-156.500605,20.90097],[-156.451278,20.90097],[-156.451278,20.848879]]",Kahului,2018-01-13 00:11:14,Aib Donahue,Twitter for iPhone,14229,3043524006,Ig: aaaaaaaib,happy pill 😻 HI🔜LA,DonahueKitsch,0,
951969869901176832,Sooo manu skipped school to go to another school 🤔🤔 ,4,13090,663,292,,"[[-158.028613,21.306027],[-158.028613,21.332114],[-157.990042,21.332114],[-157.990042,21.306027]]",Ewa Beach,2018-01-13 00:11:18,GENESIS TANUVASA,Twitter for iPhone,9587,3166185146,"Ewa Beach, HI",Just Do It,gtanuvasa,0,
951969972997144576,Lmao fuck up! 😂 https://t.co/lj1LVXkIY6 ,0,6700,296,172,,"[[-158.026656,21.397631],[-158.026656,21.458421],[-157.98498,21.458421],[-157.98498,21.397631]]",Waipio,2018-01-13 00:11:42,Michelle Lei,Twitter for iPhone,17024,177004438,,"✨ less bitter, more glitter ✨",meeetcho,0,
951970083722510336,Thank you for your CANDID input on FOX Mary Ann Mendoza...sorry for your loss...!!! ,0,2347,72,476,,"[[-157.71502,21.316707],[-157.71502,21.361859],[-157.669774,21.361859],[-157.669774,21.316707]]",Waimanalo Beach,2018-01-13 00:12:09,Kalani NAKI,Twitter for Android,282,810897667781836800,"Waimanalo, HI","Moon, Water, Tide. Ruby to your HEART.",vortexhawaii,0,
951970294087876608,I need something new but i can’t decide what to do.... should i go lighter or darker? HELP!!!!🙆🏽‍♀️ ,2,9100,845,519,,"[[-158.025199,21.312725],[-158.025199,21.376774],[-157.92646,21.376774],[-157.92646,21.312725]]",Joint Base Pearl Harbor-Hickam,2018-01-13 00:12:59,sydnie 🌴,Twitter for iPhone,13957,1058852659,"Honolulu, HI",United States Navy Sailor ⚓️ | OH✈️HI |@AustinEversman❣,RodriguezSydnie,0,
951970673479450625,Received a phone call  one hour ago; person claiming to have knowledge that the IRS was going to file more charges against us. (830)-631-8067.  The IRS does NOT call on the phone to deliver such messages. Another american flag waving religious SCAM. ,7,5421,595,558,,"[[-157.826522,21.408367],[-157.826522,21.438983],[-157.792604,21.438983],[-157.792604,21.408367]]",Heeia,2018-01-13 00:14:29,Joseph Paul Freije,Twitter Web Client,34592,3052215043,,,Phrygi2,0,
951970909979586567,West ward bound!!! #wildwildwest @ Kaena Point https://t.co/p0kbJQtdSP ,2,57,61,186,"21.57527778,-158.2825","[[-178.443593,18.86546],[-178.443593,28.517269],[-154.755792,28.517269],[-154.755792,18.86546]]",Hawaii,2018-01-13 00:15:26,Mike Vierra Jr.,Instagram,595,1574617644,"Waianae, HI",Just a normal dude with a service to serve a purpose. Message for a Saltwater Tour.,slowburning_00,0,wildwildwest
951970966053191680,life’s a bitch &amp; i’m just playin’ in the sand 🏝 ...right? almost? i’m right. JUST UPLOADED A… https://t.co/v5AYvRPdGK ,159,11937,47749,419,"21.2828,-157.829","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2018-01-13 00:15:39,Ashly Schwan,Instagram,8031,407361701,"Las Vegas, NV",sɴᴀᴘᴄʜᴀᴛ/ɪɴsᴛᴀɢʀᴀᴍ•ᴀsʜʟʏsᴄʜᴡᴀɴ,AshlySchwan,0,
951971009900429312,Snorkeled with sea turtles and fish and saw so many whales off Maui with @KaiKananiMaui! The crew was incredible and even pulled trash out of the ocean! https://t.co/RtcvMQUx5s ,2,29,30,147,,"[[-156.496296,20.632624],[-156.496296,20.632624],[-156.496296,20.632624],[-156.496296,20.632624]]",Molokini Crater,2018-01-13 00:15:50,Sandi Yoshiko Irwin,Twitter for iPhone,56,3304528400,,,sandiyirwin,0,
951971134534135808,6 days at sea and land feels like it’s moving ,3,4466,356,450,,"[[-158.120284,21.575585],[-158.120284,21.622734],[-158.080425,21.622734],[-158.080425,21.575585]]",Haleiwa,2018-01-13 00:16:19,Danielle Lynn,Twitter for iPhone,5642,245528758,06756✈️29528,CT.SC.CCU'20.ΣΣΣ.SAS'18.,Danielle_Lynn15,0,
951971133020020736,@MamiPerkins That sucks ,16,14109,826,376,,"[[-158.090162,21.478503],[-158.090162,21.505599],[-158.039537,21.505599],[-158.039537,21.478503]]",Schofield Barracks,2018-01-13 00:16:19,Christian,Twitter for iPhone,66424,199125796,"Wahiawa, HI",U.S. Army Infantryman My Queen @Supaanovaa❤️,chris_mcdv8,0,
951971134978736128,Life would work out so much better for me if I was a morning person😴 ,0,1023,215,142,,"[[-158.025199,21.312725],[-158.025199,21.376774],[-157.92646,21.376774],[-157.92646,21.312725]]",Joint Base Pearl Harbor-Hickam,2018-01-13 00:16:20,アント・ザ・キッド🌹,Twitter for iPhone,2487,784559804606021632,,2/2 沖縄/Oahu,ant_saucey,0,
951971150611013633,SB250 [NEW] Relating To The Board Of Trustees Of The Employees' Retirement System. https://t.co/JqRKxAKeCb ,18,0,103,1,"21.294786,-157.858818","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2018-01-13 00:16:23,LegiScan HI,eLobbyist,118192,104722449,"Hawaii, USA","Legislative tracking and API data services for citizens and professionals offering advanced monitoring, research, and reporting tools.",LegiScanHI,0,
951971681106477057,North shore chillin 🌊☀️🤙🏻 https://t.co/1tYcEosXTP ,38,3423,12171,1023,,"[[-158.073798,21.626438],[-158.073798,21.692751],[-158.017588,21.692751],[-158.017588,21.626438]]",Pupukea,2018-01-13 00:18:30,Mr. Guam 2017 🇬🇺,Twitter for iPhone,3499,1046924994,"Tamuning, GU",Sam Hashimoto Born in Hawaii living in Guam. Currently Mr. Guam 2017 🇬🇺 Insta: hashibobo. Model/Singer with Mercator Model and Talent Agency,hashibobo48,0,
951972143381663745,This Man Needs A Shower ,0,4410,342,275,,"[[-158.090772,21.323228],[-158.090772,21.365894],[-158.048087,21.365894],[-158.048087,21.323228]]",Kapolei,2018-01-13 00:20:20,brendan,Twitter for iPhone,7867,731648941,Oahu,i love good content,brendantomayko,0,
951972162080002049,🎼🎤Performing my final love songs before this 👶🏽 tomorrow and Sunday evenings @bluenotehawaii.… https://t.co/7k4niKDjNS ,86,5227,6334,2509,"21.27692,-157.82769","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2018-01-13 00:20:24,Kimié Miner,Instagram,6388,47550605,Hawai'i,Singer/songwriter. #ProudAsTheSun out now! Subscribe for more on http://YouTube.com/playkimie,playkimie,0,
951972279625203712,"#MeleKamahana cover: #TimesLikeThese from #QueenIfrica because ""It shouldn't have to be this way""&amp;with our aloha&amp;support our children will have rights deprived to date. Click https://t.co/O9xcdwWh4T for updates and https://t.co/itnyQqW9MZ to make a contribution to our efforts. https://t.co/djqYoqnE90 ",6,1863,271,426,,"[[-158.176921,21.368987],[-158.176921,21.404694],[-158.125777,21.404694],[-158.125777,21.368987]]",Nanakuli,2018-01-13 00:20:52,Kahunaaina Iona,Twitter for iPhone,7072,36451217,Hawaii,Kanaka aka Hawaiian not Native Hawaiian 🖕🏽 that 💩,kamahana,0,MeleKamahana; TimesLikeThese; QueenIfrica
951972459112292357,Stringy and warm #hawaii #waimanalo #waimanalobeach #stringyhairdontcare #greyhair #oahu… https://t.co/v0PplLOonN ,5,106,140,137,"21.34592,-157.70295","[[-157.71502,21.316707],[-157.71502,21.361859],[-157.669774,21.361859],[-157.669774,21.316707]]",Waimanalo Beach,2018-01-13 00:21:35,ShawnMHarris,Instagram,722,17872689,"New York, NY",Just a thirty something year old Concierge/Writer in NYC!,ShawnMHarrisNYC,0,hawaii; waimanalo; waimanalobeach; stringyhairdontcare; greyhair; oahu
951972555971317760,"I'm not a smart man ... #maui #forrestgump #runforrest @ Lahaina, Hawaii https://t.co/9PXfgGjggC ",35,46,2863,2040,"20.8861,-156.675","[[-156.690186,20.855885],[-156.690186,20.941656],[-156.657928,20.941656],[-156.657928,20.855885]]",Lahaina,2018-01-13 00:21:58,William Sauve,Instagram,3061,72301224,"Midlothian, VA","Psychiatrist. Rebel. (Ok, Suburban Rebel. Who owns a Fusion. And a Labradoodle. SHUT UP!)",wilyliam,0,maui; forrestgump; runforrest
951972652570169344,@F1J1_808 Sure does cuz she was bout to schleeeeep right before her appt 😂 ,1,15479,1355,768,,"[[-158.030114,21.426592],[-158.030114,21.465962],[-157.992829,21.465962],[-157.992829,21.426592]]",Mililani Town,2018-01-13 00:22:21,🍯,Twitter for iPhone,14856,815820300377944064,O'AHU,"gotta ting for a king, but u ain’t a king ✨🥀♋️ 23 • uni. of utah alumni • 5’5 polynesian trouble",sweetlikesulia,0,
951972802646675458,"You know there cannot be an Art Friday without @ebw_artwork. Movement, color, passion and the… https://t.co/DkRBYTPdM5 ",164,4265,4128,2968,"19.4982,-155.904","[[-155.936765,19.469757],[-155.936765,19.51223],[-155.89433,19.51223],[-155.89433,19.469757]]",Captain Cook,2018-01-13 00:22:57,Brett @ IAMTHELAB,Instagram,59332,270742428,"Big Island, HI",IAMTHELAB Modern Handmade Goods. Advocate for the Modern Maker. Newsletter: http://iamthelab.link/newsletter Fueled by @ebtg.,IAMTHELAB,0,
951972874071433217,Motherfuckers stealing my card info and trying to use it for $1.50 in Sacramento for FAST FOOD REALLY ,1,14650,502,316,,"[[-156.488217,20.713353],[-156.488217,20.797329],[-156.430615,20.797329],[-156.430615,20.713353]]",Kihei,2018-01-13 00:23:14,ninzz 👾👽,Twitter for iPhone,16032,545648399,"Maui, HI",,ninaaanderson,0,
951972915804852224,HAPPY ALOHA MAUI FRIDAY! HAVE A GREAT WEEKEND EVERYONE! https://t.co/4KvJSAT413  #alohafriday… https://t.co/kQrMnuXlkS ,98,176,1308,2012,"20.87258987,-156.67830398","[[-156.690186,20.855885],[-156.690186,20.941656],[-156.657928,20.941656],[-156.657928,20.855885]]",Lahaina,2018-01-13 00:23:24,Benjamin Barreras,Instagram,301393,14466397,"Haiku, Maui, Hawaii",Imagination is more important than knowledge...Albert Einstein :),MauiBenjamin,0,alohafriday
951973022172196864,"It’s exhausting, this board thing. It booms, then stalls, then booms again idgyp 😭 ",2,15259,708,491,,"[[-158.032127,21.36976],[-158.032127,21.399415],[-157.990212,21.399415],[-157.990212,21.36976]]",Waipahu,2018-01-13 00:23:49,artemis,Twitter for iPhone,18483,759407329,"Waipahu, HI",10/26/07 • 5/2/16 👼🏼,ialosiox,0,
951973034512003072,"I'm at Laniakea (Turtle) Beach in Haleiwa, HI https://t.co/mQ31nIi5C4 ",31,19,71,204,"21.61836971,-158.08554232","[[-158.120284,21.575585],[-158.120284,21.622734],[-158.080425,21.622734],[-158.080425,21.575585]]",Haleiwa,2018-01-13 00:23:52,Biubiu,Foursquare,1655,234113707,NYC,,Biubiuy,0,
951973089931247617,Boyyyy lord knows I'm tired of hearing about babies 😂😒 ,5,1723,727,685,,"[[-157.96614,21.37939],[-157.96614,21.428691],[-157.907975,21.428691],[-157.907975,21.37939]]",Waimalu,2018-01-13 00:24:06,super sayian god🔥,Twitter for iPhone,27156,324715238,JH F.O.E,21. It's still Mr. SmokeAlottaPot Snapchat: GSB_Myles,Hey_Sucka_Nigga,0,
951973135963668480,Finally... things are looking up! 🙏🙏🙏 #keepondagrind #pushforward ,0,372,576,558,,"[[-158.030114,21.426592],[-158.030114,21.465962],[-157.992829,21.465962],[-157.992829,21.426592]]",Mililani Town,2018-01-13 00:24:17,Janeen,Twitter for Android,146,4082495898,"Mililani Town, HI",Just live your life,jen68n8,0,keepondagrind; pushforward
951973174161285120,Someone take my phone ,0,13012,315,256,,"[[-157.96614,21.37939],[-157.96614,21.428691],[-157.907975,21.428691],[-157.907975,21.37939]]",Waimalu,2018-01-13 00:24:26,SHAN,Twitter for iPhone,14987,2369953970,spencers,honolulu 👻:shandell_larry IG: shalagat,shalagat,0,
951973274124042240,"hi, you’re cute. ",3,6234,565,708,,"[[-158.035743,21.349278],[-158.035743,21.376145],[-158.016301,21.376145],[-158.016301,21.349278]]",West Loch Estate,2018-01-13 00:24:50,Allana Marie♡,Twitter for iPhone,14804,125248614,"Oahu, Hawai'i",I'll probably stop in the middle of my sentence to tell you that there's a dog nearby.,alliephabet,0,
951973334979289088,thinking of buying a gopro but i’m pretty sure na hindi ko rin gagamitin haha ,0,16780,511,366,,"[[-158.028613,21.306027],[-158.028613,21.332114],[-157.990042,21.332114],[-157.990042,21.306027]]",Ewa Beach,2018-01-13 00:25:04,andrea,Twitter for iPhone,42071,934116920,USA 🇺🇸// PH 🇵🇭,eljay garcia 💞,deadcstro,0,
951973556241313792,Enjoyed a lovely dinner &amp; sunset with friends from home 🌅 at their beautiful Hawaiian place in Maui. Thank you Karon &amp; Peter! 🌺🍽🍷🌴🐋 https://t.co/KxSMRqJJLT ,71,3166,297,213,,"[[-156.447259,20.645337],[-156.447259,20.714786],[-156.395566,20.714786],[-156.395566,20.645337]]",Wailea,2018-01-13 00:25:57,Coreen Hildebrand,Twitter for iPhone,1844,1563091872,,"""The way she talked about the things she loved made the whole room turn to see what shone."" ☀️ Embrace serendipity! 💗 Happy wife 👫 & proud mom 👯",coreenhilde,0,
951973627947290624,HB1566 [Engross] Relating To The Public Utilities Commission. https://t.co/GOMANjyU5k ,18,0,103,1,"21.294786,-157.858818","[[-157.950476,21.254837],[-157.950476,21.38505],[-157.648702,21.38505],[-157.648702,21.254837]]",Honolulu,2018-01-13 00:26:14,LegiScan HI,eLobbyist,118193,104722449,"Hawaii, USA","Legislative tracking and API data services for citizens and professionals offering advanced monitoring, research, and reporting tools.",LegiScanHI,0,
951973682179538944,So beautiful@CMayural #lanikuhonua  #hawaiianweddings  #oahubrides  #islandstyle  #808allday… https://t.co/TMtQjhpkD5 ,3,31,38,89,"21.34109387,-158.12712647","[[-158.1293,21.322963],[-158.1293,21.349347],[-158.089509,21.349347],[-158.089509,21.322963]]",Ko Olina,2018-01-13 00:26:27,Created For You,Instagram,1157,312817448,Oahu Hawaii,I love my wedding flower business.,CMayural,0,lanikuhonua; hawaiianweddings; oahubrides; islandstyle; 808allday
951973765465829377,Credit card debt free 🙏🏼 ,1,17404,1189,2626,,"[[-158.025199,21.312725],[-158.025199,21.376774],[-157.92646,21.376774],[-157.92646,21.312725]]",Joint Base Pearl Harbor-Hickam,2018-01-13 00:26:47,Howley Hollis,Twitter for iPhone,12703,636664243,"Hawaii, USA",@emily_dean8 ❤️ USN⚓️ Philippians 4:13 🙏🏼,HollisCole,0,
951973766757629952,@TiffanySmiset @ChesterCheetah If you’re Mexican it’s “wey” we never use the proper grammar. So don’t correct me...... wey. ,1,3966,392,420,,"[[-158.090162,21.478503],[-158.090162,21.505599],[-158.039537,21.505599],[-158.039537,21.478503]]",Schofield Barracks,2018-01-13 00:26:47,Melissa Alaniz,Twitter for iPhone,2171,2992923914,"Hawaii, USA","I ain't here for a long time, I'm here for a good time. |United States Army| 🙏🇺🇸❤️",Mel_Money06,0,
951973866678583296,but do I wanna spend $245 for a damn textbook? ,3,6235,565,708,,"[[-158.035743,21.349278],[-158.035743,21.376145],[-158.016301,21.376145],[-158.016301,21.349278]]",West Loch Estate,2018-01-13 00:27:11,Allana Marie♡,Twitter for iPhone,14805,125248614,"Oahu, Hawai'i",I'll probably stop in the middle of my sentence to tell you that there's a dog nearby.,alliephabet,0,
